seed,best_epoch,val_loss,val_acc,val_auc,val_prauc,val_sensitivity,val_specificity,test_loss,test_se,test_sp,test_mcc,test_acc,test_auc,test_f1,test_ba,test_prauc,test_ppv,test_npv
1,22,0.2872221680978934,0.9285714285714286,0.9827160493827161,0.9908796120865084,0.9259259259259259,0.9333333333333333,0.7286421333750089,0.8214285714285714,0.6875,0.5089285714285714,0.7727272727272727,0.859375,0.8214285714285714,0.7544642857142857,0.9198290301242995,0.8214285714285714,0.6875
